True_Label,Predicted_Label,Predicted_Probability,Feature_Credit_Score,Feature_Income,Feature_Race,Feature_Criminal_Record,Feature_Gender,Feature_Disability_Status,Feature_Loan_Amount,Feature_Education_Level_High School,Feature_Language_Proficiency_Limited,Feature_Employment_Type_Part-time,Feature_Citizenship_Status,Feature_Employment_Type_Self-employed,Feature_Employment_Type_Gig,Feature_Employment_Type_Unemployed,Feature_Education_Level_Some College,Feature_Age_Group,Feature_Age,Feature_Education_Level_Graduate
1,1,0.6031967687734572,746,146971,0,0,0,0,440014,False,True,False,1,False,False,False,False,0,70,False
1,1,0.5439370039823431,764,70009,4,0,0,0,59187,True,False,False,0,False,False,False,False,2,23,False
0,0,0.2753462804981037,546,39361,3,0,1,0,424117,False,False,False,0,False,False,False,False,1,31,False
0,1,0.5054137890973717,792,56447,0,0,1,1,237143,False,True,False,0,False,False,False,False,1,32,False
1,1,0.585186784179988,766,41724,0,0,1,0,88220,False,False,True,0,False,False,False,False,2,19,True
0,1,0.7312080006632189,783,121592,0,0,0,0,337510,False,False,False,0,False,False,False,True,2,24,False
0,1,0.507736462477993,731,35496,0,0,1,0,305891,True,False,False,0,False,False,False,False,1,31,False
1,0,0.3780902343504411,633,94032,3,0,1,0,409443,False,False,True,0,False,False,False,False,0,75,True
1,1,0.7670292239606734,725,164941,0,0,0,0,132703,False,False,False,0,False,False,False,False,1,47,False
0,1,0.5123930194140319,549,118970,0,0,0,0,144409,False,False,False,0,False,False,False,False,2,22,True
1,1,0.6865503442766563,740,172387,3,0,0,0,149235,False,True,False,0,False,False,False,False,1,39,False
1,1,0.6190218173415012,566,167852,0,0,1,0,327409,False,False,False,0,False,False,False,False,1,59,True
0,0,0.2628720959709524,670,90730,4,1,0,0,241098,False,False,True,0,False,False,False,True,1,45,False
1,0,0.45115993820851347,553,148506,0,0,1,0,310902,False,True,True,0,False,False,False,False,2,24,False
0,0,0.4294878974166834,570,146398,3,0,1,1,183850,False,False,False,0,False,False,False,False,0,76,False
1,0,0.3083776363195878,678,50934,2,0,0,1,333927,False,False,False,0,False,False,False,False,0,68,True
1,0,0.4110536161574078,634,39431,0,0,1,0,439730,False,False,False,0,False,False,False,True,0,67,False
1,1,0.6454566221161172,697,161340,0,0,0,0,108015,True,False,True,0,False,False,False,False,1,28,False
0,0,0.31857346255005775,504,143893,3,0,0,0,352777,False,False,False,0,True,False,False,False,0,64,False
1,0,0.3052266482684584,528,77285,0,0,1,0,309690,True,False,False,0,False,True,False,False,1,38,False
0,1,0.5167020238240371,566,141555,0,0,1,0,224816,False,False,False,0,False,True,False,False,0,68,False
0,1,0.7665061226606334,819,166988,2,0,1,0,403396,False,False,False,0,False,True,False,True,1,25,False
1,1,0.6322535058223641,844,137059,3,0,0,0,248985,False,True,True,0,False,False,False,True,0,72,False
0,0,0.43186503698446765,669,172253,4,1,0,0,307951,True,False,False,0,False,False,False,False,2,20,False
0,0,0.43598169362433237,770,57934,5,0,0,0,249498,True,False,False,0,False,False,False,False,0,66,False
1,1,0.6559502603729961,780,100199,0,0,1,0,379931,True,False,False,0,False,False,False,False,0,73,False
0,0,0.47532551550394736,562,102144,0,0,1,0,326880,False,False,False,0,False,False,False,False,0,68,False
0,0,0.4940800573301303,637,110336,3,0,0,0,55973,True,False,False,0,False,False,False,False,1,35,False
1,1,0.7185932210788394,736,159930,0,0,0,0,408130,False,False,False,0,False,False,False,True,0,61,False
1,0,0.3431030588319927,636,58952,3,0,0,0,416279,False,False,False,0,False,False,False,False,0,71,False
0,0,0.15137688945144262,567,60264,4,0,0,0,339261,True,False,True,2,False,False,False,False,0,72,False
1,0,0.33847715352312535,614,90878,4,0,0,0,99134,True,True,False,0,False,False,False,False,1,28,False
1,1,0.5664903078948287,578,127452,0,0,1,0,82960,False,False,False,1,False,False,False,True,0,79,False
0,0,0.4959890865179749,736,107855,0,1,1,0,444802,False,False,False,0,False,False,False,False,0,77,False
0,0,0.31866885771681863,585,102840,0,1,1,0,191465,True,False,False,1,False,False,False,False,1,29,False
0,1,0.5443913387864533,784,118411,3,0,0,0,447021,False,False,True,0,False,False,False,False,0,66,True
0,0,0.3693323457001217,669,73388,3,0,1,1,368214,False,False,False,0,False,False,False,False,1,52,False
0,1,0.5024388107811034,739,93212,4,0,0,0,439903,False,False,False,0,False,False,False,True,0,73,False
1,1,0.7636299827203653,840,73071,0,0,1,0,125111,False,False,False,0,False,False,False,True,1,51,False
1,0,0.4317115816770149,528,104279,1,0,1,0,260384,False,False,False,0,False,False,False,False,0,76,False
1,1,0.6368814644233485,630,160410,3,0,1,0,225965,False,False,False,0,False,False,False,False,1,32,True
0,0,0.3385929656205248,604,156703,3,0,0,0,60273,False,True,False,0,False,False,True,True,1,28,False
0,1,0.5264718714364666,796,145958,3,0,0,0,424908,True,True,True,0,False,False,False,False,1,41,False
1,1,0.7476357097645336,755,161328,0,0,0,0,365674,False,False,False,0,False,False,False,False,1,58,False
0,1,0.5926960603714327,735,104981,0,0,0,0,111872,False,False,True,1,False,False,False,True,1,25,False
1,0,0.32875114441039455,638,55243,0,0,0,0,436994,False,False,True,0,False,False,False,False,0,67,False
1,0,0.4712474122352906,629,56797,0,0,1,0,324660,False,False,False,0,False,False,False,False,1,38,True
0,0,0.2050617276773944,556,84567,2,0,0,1,431376,False,True,False,0,False,False,False,False,1,35,False
0,0,0.36410493401389105,636,62359,0,0,0,0,351502,False,True,False,0,False,False,False,False,0,67,False
0,1,0.6826485969620258,770,124266,0,0,0,0,434037,False,False,False,0,False,False,False,True,0,73,False
1,0,0.3980898623327491,639,55721,1,0,1,0,271498,False,False,False,0,True,False,False,True,0,65,False
1,1,0.553800315776169,722,77692,3,0,1,0,331593,False,False,False,0,False,False,False,False,1,41,False
1,1,0.6277642776768505,840,100271,4,0,1,0,124607,False,True,True,0,False,False,False,False,2,19,False
0,0,0.23442104926425328,503,60855,4,0,2,0,365021,False,True,False,0,False,False,False,False,0,81,False
0,0,0.3724543259138647,755,46293,0,0,0,1,332551,False,False,False,0,True,False,False,False,1,51,False
0,1,0.5691402703579683,574,167724,0,0,0,0,437283,False,False,False,0,False,False,False,False,1,33,False
0,0,0.37649233687935435,666,171390,3,1,1,0,417535,True,True,False,0,False,False,False,False,0,82,False
0,0,0.4774748266132188,688,91508,4,0,0,0,175901,True,False,False,0,False,False,False,False,2,19,False
0,1,0.5965165540697007,690,116690,4,0,1,0,190759,False,False,False,0,False,False,False,False,1,60,True
1,1,0.586058030935197,593,158666,0,0,0,0,277885,False,False,False,0,False,False,False,False,0,68,True
1,1,0.5290606677873458,714,50898,0,0,0,0,235153,False,False,False,0,False,False,False,False,1,50,False
0,0,0.47145006016993823,596,144506,0,0,1,1,234975,False,False,True,0,False,False,False,True,2,23,False
0,0,0.3966837851500152,638,35091,1,0,0,0,198422,False,False,False,0,False,False,False,False,1,54,False
0,0,0.2910659341454139,586,61943,0,0,0,0,272692,True,False,True,0,False,False,False,False,1,58,False
0,0,0.2501385524496663,598,29440,0,1,1,0,83394,False,False,False,1,False,False,False,False,0,66,False
0,0,0.3946686627972579,710,114535,3,1,1,0,251906,False,False,False,0,False,True,False,False,0,61,False
0,1,0.7561354639523266,699,158759,0,0,2,0,153948,True,False,False,0,False,False,False,False,0,80,False
0,0,0.30904530741717595,643,109718,4,1,1,0,232609,False,False,False,0,True,False,False,False,1,50,False
1,1,0.6287424030656693,807,98609,4,0,0,0,284416,False,False,False,0,False,False,False,False,1,54,False
1,1,0.617341895017664,727,164847,5,0,0,0,50394,False,False,True,0,False,False,False,False,0,66,False
0,1,0.5613768524328692,691,129607,3,0,1,0,419420,True,False,False,0,False,False,False,False,1,39,False
1,0,0.22326958982864228,592,79668,4,0,0,1,349730,True,False,False,0,False,False,False,False,1,26,False
1,1,0.5169569092221307,770,85111,3,0,1,0,330392,True,True,False,0,False,False,False,False,1,26,False
0,0,0.26589602747996494,527,47238,0,0,0,0,148258,False,False,False,0,False,True,False,False,0,82,False
0,0,0.4043619081268202,520,141800,0,0,0,0,120731,True,False,True,0,False,False,False,False,1,40,False
1,1,0.7476600902568752,731,138564,0,0,0,0,57611,False,False,False,0,False,False,False,False,1,28,False
0,0,0.36684685663488975,512,89758,0,0,0,0,353492,False,False,False,0,False,False,False,True,1,32,False
1,1,0.6780520086573235,713,164376,0,0,0,0,308415,False,False,False,0,True,False,False,True,1,36,False
0,0,0.43754358212816746,564,88484,0,0,0,0,185281,False,False,False,0,False,False,False,True,0,77,False
1,0,0.33463601420705325,546,107409,0,0,0,1,243374,False,False,False,0,False,False,False,False,0,81,False
0,0,0.35154941399653583,551,89134,4,0,0,0,223672,False,False,False,0,False,False,False,False,2,24,True
0,0,0.40482320407975947,672,80559,4,0,1,0,69254,False,True,False,2,False,False,False,False,1,41,False
0,1,0.6956282873891516,634,172993,0,0,1,0,290023,False,False,False,0,False,False,False,False,0,68,True
1,0,0.38634374214643297,685,71959,2,1,1,0,156906,False,False,False,0,False,False,False,False,0,69,False
0,0,0.4386972722477138,619,69125,0,0,0,0,352643,False,False,False,0,False,False,False,False,1,28,False
0,1,0.5174233314524804,705,88492,0,0,0,0,319232,True,False,False,0,False,False,False,False,0,79,False
0,0,0.487542911431586,705,37243,0,0,0,0,54631,True,False,False,0,False,False,False,False,1,40,False
1,0,0.472064288414968,829,32129,4,0,0,0,235180,True,False,False,0,False,False,False,False,0,79,False
1,1,0.6400196987064026,678,159122,0,0,0,0,399804,True,False,False,0,False,False,False,False,2,24,False
0,0,0.4354186077140753,619,78904,3,0,1,0,271188,False,False,False,0,False,False,False,False,0,65,True
0,1,0.5474744870463611,732,80169,3,0,1,0,112810,False,False,True,0,False,False,False,False,1,25,False
1,0,0.39503777605046675,615,124852,0,0,1,0,438864,True,True,False,0,False,True,False,False,1,52,False
1,0,0.14184709261979334,540,25250,0,0,0,0,294951,False,False,False,0,False,False,True,False,0,64,False
1,1,0.7772628734274593,838,120776,2,0,1,0,66875,True,False,False,0,False,False,False,False,1,25,False
0,0,0.25964490857354555,641,75616,2,0,0,0,240190,False,False,False,0,False,False,True,True,0,75,False
0,0,0.326417674044123,639,116187,4,0,0,0,427501,True,False,False,0,True,False,False,False,0,82,False
1,1,0.68681481067559,796,107336,0,0,1,0,430581,True,False,False,0,False,False,False,False,1,53,False
1,1,0.6605183477131802,686,138930,0,0,1,0,265197,False,False,False,0,True,False,False,False,2,18,False
0,0,0.25716429619776005,514,66779,0,0,0,0,294033,False,False,True,0,False,False,False,False,0,69,False
1,1,0.6237140734527027,838,108819,2,0,0,0,437805,False,False,False,0,True,False,False,True,0,66,False
0,1,0.6041362302430068,705,78182,0,0,0,0,88754,False,False,False,0,False,False,False,False,1,53,False
0,0,0.31700763725323855,611,57618,4,0,1,0,369930,True,False,False,0,False,False,False,False,1,55,False
1,1,0.7801517143909887,827,149808,3,0,1,0,351035,False,False,False,0,False,False,False,False,1,41,False
1,0,0.43051788150889875,790,42548,0,0,0,1,210674,False,True,False,0,False,False,False,False,1,34,True
0,1,0.5069860004383585,505,133566,0,0,1,0,305944,False,False,False,0,False,False,False,False,2,23,False
0,0,0.1644830901670026,560,95380,3,1,0,0,427337,False,False,True,0,False,False,False,True,0,73,False
1,1,0.7457931700854602,701,134344,0,0,1,0,54206,False,False,False,0,False,False,False,False,1,57,False
0,1,0.8250809650298024,806,166903,0,0,1,0,163907,True,False,False,0,False,False,False,False,1,51,False
1,1,0.7110296997787093,678,129163,0,0,1,0,146828,False,False,False,0,False,False,False,True,1,27,False
0,1,0.5906152687038427,733,116784,0,0,0,0,80792,True,False,False,0,True,False,False,False,0,79,False
1,1,0.5007207881697152,685,107679,0,0,1,1,92395,False,False,False,0,False,True,False,False,0,63,True
0,0,0.3072613548015536,582,50950,3,0,0,0,330557,False,False,False,0,False,False,False,True,1,53,False
1,1,0.5054663961737444,609,87995,0,0,2,0,246383,False,False,True,0,False,False,False,True,1,60,False
1,0,0.4458293237720365,674,85816,0,0,0,0,223902,True,False,False,0,True,False,False,False,1,50,False
1,0,0.3360445672317953,659,40247,0,0,0,0,162340,True,False,True,0,False,False,False,False,0,65,False
1,0,0.47990776927324613,703,68556,0,0,0,0,184666,False,True,False,0,False,False,False,False,0,76,True
0,0,0.3526338122833243,639,104990,0,0,1,0,271483,True,False,False,0,False,False,True,False,1,33,False
0,0,0.43017603441365493,630,80245,0,0,0,0,253024,True,False,False,0,False,False,False,False,0,79,False
1,1,0.6239935448575614,675,128310,0,0,0,0,203435,False,False,False,1,False,False,False,True,1,29,False
1,1,0.5872962014334504,709,155473,3,0,1,0,248515,False,True,False,0,True,False,False,True,1,45,False
0,0,0.36528812825209095,669,108255,1,1,1,0,372250,False,False,False,0,True,False,False,False,1,36,True
1,1,0.548927513177154,767,55179,0,0,0,0,133331,False,False,False,0,False,True,False,False,1,57,True
1,0,0.47336638269438114,590,138953,0,0,0,0,160597,True,True,False,0,False,False,False,False,1,53,False
0,0,0.4724278390380194,694,76987,0,0,0,0,359668,True,False,False,0,False,False,False,False,0,80,False
0,1,0.5030353911301995,703,118934,0,0,1,0,320757,True,True,True,0,False,False,False,False,1,34,False
0,1,0.5041529327078783,646,72278,0,0,1,0,351777,False,False,False,1,False,False,False,True,2,19,False
1,1,0.5753164971215307,794,85348,0,0,0,0,385165,False,False,True,0,False,False,False,True,0,72,False
1,1,0.5128670667568855,600,167120,3,0,0,0,86490,False,False,True,0,False,False,False,False,0,82,False
0,0,0.4879688923992361,586,117182,2,0,1,0,320863,False,False,False,0,False,False,False,False,0,77,False
1,0,0.35338805316659894,519,76428,0,0,1,0,154526,True,False,False,1,False,False,False,False,1,33,False
1,1,0.507999866456222,729,123645,0,1,0,0,181364,False,False,False,1,False,False,False,False,1,51,True
0,0,0.3595392616837974,539,73658,0,0,1,0,259239,False,False,True,0,False,False,False,False,2,23,True
0,0,0.37938676830746637,618,51356,0,0,1,0,423879,False,True,False,0,False,False,False,False,2,18,False
0,0,0.2387178197552681,596,118657,4,1,1,1,280838,False,False,False,0,False,False,False,False,1,59,False
0,1,0.5931890193138967,826,43024,0,0,0,0,234758,False,False,False,0,True,False,False,True,2,20,False
1,1,0.6341715210390106,666,125489,0,0,1,0,391277,False,False,False,0,False,False,False,False,1,60,False
1,1,0.6079178620348938,565,161316,0,0,1,0,265985,False,False,False,0,False,False,False,False,0,82,False
1,1,0.6570870645906441,738,120538,4,0,0,0,63543,False,False,False,0,False,False,False,False,2,20,False
0,1,0.8131886500766905,846,163457,0,0,0,0,97627,False,False,True,0,False,False,False,False,1,25,True
0,1,0.7060075257441574,641,167655,0,0,1,0,225738,False,False,False,0,False,False,False,False,0,62,True
0,0,0.44191723509962905,506,149409,0,0,1,0,310310,False,False,False,2,False,False,False,False,0,77,False
1,1,0.6346168513185665,597,158165,0,0,0,0,123595,False,False,False,0,False,False,False,False,1,58,False
0,0,0.3785631006870769,626,27474,3,0,1,0,170638,False,False,False,0,False,False,False,False,1,45,False
1,1,0.5470009758242265,810,31044,4,0,1,0,344142,False,False,False,0,False,False,False,False,2,19,False
1,1,0.7777908467870517,814,168932,4,0,1,0,385582,False,False,False,0,False,False,False,False,1,33,False
1,0,0.48084004623599896,827,82446,4,1,0,0,267715,False,False,False,0,False,False,False,False,2,19,False
1,1,0.5747571965257945,651,160885,3,0,0,0,420501,False,False,False,0,False,False,False,False,1,52,False
1,0,0.37718229795655067,556,45144,0,0,1,0,148376,False,False,False,1,False,False,False,True,1,50,False
0,1,0.6732326379612709,799,66710,0,0,0,0,173650,False,False,False,0,False,False,False,True,1,34,False
0,0,0.3857060716908933,657,127188,0,0,0,1,209491,True,False,True,0,False,False,False,False,0,79,False
0,0,0.47096464287193973,735,66831,4,0,0,0,342328,False,False,False,0,False,False,False,False,1,60,False
0,0,0.41846539384747167,529,108982,0,0,1,0,403407,True,False,False,0,False,False,False,False,2,24,False
1,1,0.6836904772768626,818,63482,0,0,1,0,151879,False,False,False,0,False,True,False,True,2,20,False
0,0,0.36757106325125183,579,153400,3,1,1,0,234123,True,False,False,0,False,False,False,False,1,31,False
1,1,0.5400842473743749,707,108110,0,0,1,1,442093,False,False,False,0,False,False,False,True,1,38,False
1,1,0.7385015768051104,837,159520,4,0,0,0,157916,True,False,False,0,False,False,False,False,0,75,False
0,0,0.39574404068655805,604,90400,0,0,0,0,175483,True,False,True,0,False,False,False,False,2,22,False
0,0,0.28541225584636915,528,152297,4,0,0,1,211372,False,False,False,0,True,False,False,False,1,32,False
1,0,0.43201922439806006,512,165322,0,0,0,1,200180,False,False,False,0,False,False,False,False,1,57,False
1,1,0.604727665277663,665,133335,0,0,1,0,168967,False,False,True,1,False,False,False,False,2,23,True
0,0,0.3603993520785558,668,57057,4,0,0,0,68279,False,False,False,2,False,False,False,False,0,64,False
0,1,0.6254190343954584,805,88911,0,0,1,0,320777,False,False,False,1,False,True,False,True,0,80,False
0,0,0.4879226801633813,537,116091,0,0,0,0,165091,False,False,False,0,False,False,False,False,2,24,True
1,0,0.22485751163228596,549,65926,2,0,0,0,338472,True,False,True,0,False,False,False,False,1,34,False
0,0,0.4261431832433554,547,159265,4,0,0,0,246793,True,False,False,0,False,False,False,False,1,47,False
1,1,0.6342236215599886,588,166671,0,0,1,0,75058,False,False,True,0,False,False,False,True,1,42,False
1,1,0.7564315532979058,848,133872,0,0,1,0,383712,False,True,False,0,False,False,False,False,0,69,True
1,1,0.5765407077821512,779,148358,4,0,0,1,355625,False,False,False,0,False,False,False,False,1,58,False
1,0,0.32466627407025284,629,56929,4,0,1,0,259841,False,True,False,0,False,False,False,False,0,75,False
1,1,0.7649133257510075,786,161251,0,0,1,0,423220,False,False,False,1,False,False,False,False,0,71,False
1,1,0.5165276503041446,784,26333,0,0,0,0,385257,False,False,False,0,False,False,False,True,0,77,False
1,0,0.4693245328787068,682,73651,0,0,0,0,350428,True,False,False,0,False,False,False,False,1,51,False
1,0,0.48050983486306026,547,114655,0,0,0,0,52319,True,False,False,0,False,False,False,False,2,19,False
0,0,0.4867314595299507,509,138208,0,0,0,0,176637,False,False,False,0,False,False,False,False,1,54,False
1,0,0.440421100043267,568,101864,0,0,0,0,85155,True,False,False,0,False,False,False,False,0,78,False
1,1,0.6326981531271324,804,124409,0,0,1,0,306466,True,False,False,2,True,False,False,False,1,36,False
1,1,0.6841811930766909,845,53492,0,0,1,0,226402,False,False,False,1,False,False,False,False,1,53,True
0,0,0.33774341922563067,524,48608,0,0,1,0,86406,False,False,False,0,True,False,False,False,2,23,True
0,0,0.18403563258998437,501,80844,0,0,0,1,192465,True,True,False,0,False,False,False,False,0,62,False
1,1,0.6228535459111514,718,63178,0,0,1,0,76556,False,False,False,0,False,False,False,False,0,74,False
1,0,0.35458349678475654,662,117904,0,1,1,0,397712,True,False,False,2,False,False,False,False,1,26,False
0,1,0.5436824211148616,682,60841,0,0,1,0,264083,False,False,False,0,False,False,False,True,0,78,False
0,0,0.19939650600760075,574,86584,4,1,1,1,76152,False,False,False,0,False,False,False,False,0,71,False
0,1,0.5165503679407806,618,143531,4,0,1,0,92152,False,False,False,0,False,True,False,False,0,66,True
0,0,0.3120033721604551,589,30793,0,0,1,0,294162,False,False,False,0,False,True,False,False,0,63,False
0,0,0.4437200041587765,668,38733,2,0,0,0,94458,False,False,False,0,False,False,False,True,1,50,False
0,0,0.20953063783787246,571,67493,0,0,0,1,426242,False,False,True,0,False,False,False,True,0,76,False
0,0,0.35869117637156683,586,42487,0,0,1,0,442357,False,False,False,0,False,False,False,False,0,71,False
1,1,0.539934962138337,593,158798,4,0,1,0,99949,True,False,False,0,False,False,False,False,0,75,False
1,1,0.6961247526815265,828,124801,0,0,0,0,417566,False,True,False,0,False,False,False,False,1,39,False
1,1,0.6376412775386733,665,151548,3,0,1,0,129384,True,False,False,0,False,False,False,False,1,33,False
0,0,0.3889833527509323,736,29056,0,0,0,0,387241,False,False,True,0,False,False,False,False,0,79,False
0,0,0.28512517994481124,536,62706,0,0,0,0,230960,False,False,True,0,False,False,False,True,0,71,False
0,0,0.28208242482456203,582,33323,4,0,0,0,178560,False,False,False,0,False,False,False,False,1,50,False
0,0,0.42694978864411953,556,108490,0,0,1,0,347690,False,False,False,0,False,True,False,False,1,39,False
0,0,0.3502978452934814,621,26881,0,0,1,0,243020,False,False,True,0,False,False,False,False,1,48,False
1,1,0.5136759124100109,645,80924,4,0,1,0,66357,False,False,False,0,False,False,False,True,1,42,False
0,0,0.4226764616750533,522,167415,0,0,1,1,325093,True,False,False,0,False,False,False,False,1,56,False
1,1,0.5470029576190353,668,77110,1,0,1,0,140548,False,False,False,1,False,False,False,True,1,48,False
0,0,0.3811322484094529,561,132608,3,0,1,0,308467,True,False,False,0,False,True,False,False,1,37,False
1,1,0.6833746009125808,805,104654,4,0,1,0,199224,False,False,False,0,False,False,False,False,0,79,False
0,0,0.4213016801795908,653,59402,2,0,0,0,180223,False,False,False,1,False,False,False,True,1,31,False
1,1,0.7108464228323517,781,154882,4,0,0,0,201033,False,False,False,0,False,False,False,False,0,63,False
1,1,0.7442605213644142,714,149738,0,0,1,0,305335,False,False,False,0,False,False,False,True,1,55,False
0,0,0.26518267797426187,644,42973,3,0,0,1,104432,True,False,False,0,False,False,False,False,1,36,False
0,0,0.4441236588682871,533,120281,2,0,0,0,150818,False,False,False,0,False,False,False,False,1,31,False
1,1,0.5119932947522299,621,156511,2,0,0,0,331567,False,False,False,0,False,True,False,False,1,35,False
1,1,0.5592749489116435,686,171834,2,0,0,1,302227,False,False,False,0,False,False,False,False,0,76,True
0,1,0.7282873405383157,701,152161,0,0,0,0,53488,False,False,False,0,False,False,False,False,0,61,True
0,1,0.5286002984895884,790,52554,4,0,0,0,232591,False,False,False,0,False,False,False,False,1,57,False
0,1,0.5456832240183368,667,84758,0,0,2,0,135660,False,False,False,1,True,False,False,False,0,67,False
0,0,0.4654089553453669,770,78385,3,0,1,0,441938,False,False,False,1,True,False,False,False,0,73,True
0,1,0.5645821856221414,528,159960,0,0,1,0,156937,True,False,False,0,False,False,False,False,1,28,False
1,1,0.7853842006983941,830,125242,0,0,0,0,108491,False,False,False,0,False,False,False,False,0,82,False
1,0,0.4985682714341517,581,157039,4,0,0,0,340666,False,False,False,0,False,False,False,False,2,22,False
0,1,0.7291856977850277,814,104145,0,0,1,0,350949,False,False,False,1,False,False,False,True,1,37,False
1,1,0.7749343336128168,806,171419,0,0,0,0,361084,True,False,False,0,False,False,False,False,1,46,False
1,1,0.638696685790695,796,133295,0,0,0,1,73528,False,False,False,0,True,False,False,True,0,72,False
0,1,0.5454157022883444,815,35752,0,0,0,0,408341,True,False,False,0,False,False,False,False,2,22,False
0,0,0.47578939485017374,833,32496,2,0,0,0,74891,False,True,True,0,False,False,False,False,1,55,False
0,0,0.4665345736493062,694,147772,2,0,0,0,134942,True,True,True,1,False,False,False,False,1,36,False
1,1,0.5253993469732178,669,77375,4,0,1,0,69788,False,False,False,0,False,False,False,False,1,50,False
0,1,0.5001669837312662,650,64659,1,0,1,0,328574,False,False,False,0,False,False,False,True,1,25,False
1,0,0.3029581224094278,566,122019,0,0,0,0,301025,True,True,True,0,False,False,False,False,0,82,False
0,1,0.596218127443178,639,131899,0,0,1,0,292734,True,False,False,0,False,False,False,False,1,56,False
0,0,0.21632262931408172,511,74607,2,0,0,1,246853,False,False,False,0,False,False,False,False,0,72,False
0,0,0.20398466963596196,676,113404,3,1,1,0,414116,True,False,False,0,False,False,True,False,2,23,False
0,0,0.35282798458137865,537,100001,0,0,0,0,257440,False,False,True,0,False,False,False,False,1,56,False
1,1,0.7916845530417258,775,173253,0,0,1,0,61172,False,True,False,1,False,False,False,False,1,47,False
1,1,0.5691664209853173,765,79440,0,0,0,0,315079,True,False,False,0,False,False,False,False,0,72,False
0,1,0.5532152586466353,762,47134,0,0,0,0,123973,True,False,False,0,False,False,False,False,1,57,False
1,0,0.16816378099117008,533,45842,4,0,1,0,106101,True,True,True,0,False,False,False,False,0,72,False
1,0,0.4848601467670358,708,64698,0,0,0,0,97331,True,True,False,0,False,False,False,False,2,22,False
1,0,0.241854995546372,709,107484,2,1,0,1,427426,False,False,True,0,False,False,False,True,1,55,False
1,0,0.45376120286330446,701,61124,0,0,0,0,293923,False,True,False,0,False,False,False,False,1,49,True
0,1,0.5302099059562737,752,25466,0,0,0,0,123339,False,False,False,0,False,False,False,False,0,74,False
1,1,0.7266723017680831,839,153632,0,0,0,0,334947,True,False,True,0,False,False,False,False,1,35,False
1,1,0.6347430074491714,750,106780,0,0,1,0,324431,False,True,False,0,False,False,False,True,0,70,False
0,1,0.5429416126999697,816,25742,0,0,0,0,383497,False,False,False,0,False,False,False,False,0,77,True
1,1,0.6695269693542697,779,49129,0,0,1,0,122109,False,False,False,0,False,False,False,True,1,47,False
1,1,0.5555412606339346,807,56209,2,0,0,0,189712,False,True,False,0,False,False,False,True,1,29,False
1,1,0.7212127009662838,700,170329,0,0,1,0,345133,True,False,False,0,False,False,False,False,1,41,False
0,1,0.5070042837486818,761,32233,2,0,1,0,212539,False,True,False,0,False,False,False,True,2,18,False
1,1,0.5993274712239015,751,150764,4,0,0,0,279770,False,False,True,0,False,False,False,False,1,59,False
1,1,0.5624038726422254,639,165498,0,0,1,1,410504,False,False,False,0,False,False,False,False,0,82,False
1,1,0.7388226944379589,781,174158,0,0,0,0,381691,False,False,True,0,False,False,False,True,1,39,False
0,1,0.514418236523394,559,160501,0,0,0,0,182486,True,False,False,1,False,False,False,False,1,31,False
1,1,0.5716960635236168,628,140612,0,0,0,0,425499,False,False,False,0,False,False,False,False,1,57,False
1,1,0.6216192085907567,726,145392,3,0,1,0,321448,False,False,True,0,False,False,False,False,1,46,False
1,0,0.36630792842513205,511,156065,2,0,0,0,122386,False,False,False,2,False,True,False,False,1,36,False
1,1,0.5520879077288775,720,148225,2,0,0,0,371411,True,False,False,0,True,False,False,False,1,37,False
0,1,0.5218091909435247,621,161362,0,0,0,0,307078,True,False,False,0,True,False,False,False,1,51,False
0,1,0.5385316664603792,845,25192,0,0,1,0,429852,True,False,False,1,False,False,False,False,0,65,False
1,0,0.3678881513535927,619,74778,0,0,0,0,386736,False,False,True,0,False,False,False,False,1,30,True
1,1,0.5490424892664152,675,94729,0,0,1,0,280399,False,False,False,0,False,True,False,True,1,57,False
0,1,0.5414394700747784,604,136904,0,0,0,0,201132,True,False,False,0,False,False,False,False,1,55,False
0,0,0.37336307061408763,588,62567,3,0,1,0,271202,False,False,False,0,False,False,False,False,0,62,False
1,1,0.5318564886585633,735,110056,4,0,1,1,136500,False,False,False,0,False,False,False,False,0,68,False
1,1,0.6069695886998047,787,99416,0,0,1,0,173895,True,True,False,0,True,False,False,False,2,21,False
0,0,0.2835597121676255,609,37283,2,0,1,0,184376,True,True,False,0,False,False,False,False,0,82,False
0,0,0.31753612848317686,577,31733,0,0,0,0,298020,False,False,False,0,False,False,False,False,0,65,False
0,0,0.07474181018561417,518,35550,3,1,0,0,114073,False,False,False,0,False,False,True,False,1,43,False
1,1,0.5148674714096965,812,76715,4,0,1,1,156372,True,False,False,0,False,False,False,False,1,49,False
1,1,0.6477472756506096,766,122146,0,0,0,1,182306,False,False,False,0,False,False,False,False,2,22,False
1,1,0.6391995949030862,776,98154,0,0,1,0,152202,True,False,True,0,False,False,False,False,1,45,False
1,0,0.3675785442649077,528,146582,2,0,1,0,360727,False,True,True,0,False,False,False,False,2,20,False
0,0,0.4666308296090721,644,127758,4,0,0,0,88541,False,True,False,0,False,False,False,False,0,73,True
0,0,0.22071032014119876,599,28569,3,0,0,0,447257,False,False,False,0,True,False,False,True,1,25,False
0,1,0.6413575660245809,843,84294,3,0,1,0,142602,False,False,False,1,True,False,False,False,1,38,False
1,1,0.6348290969439585,833,138238,4,0,0,1,323802,False,False,False,0,False,False,False,False,2,22,True
